language,kind,key,title_ru,title_en,description_ru,description_en
ket,tag,O3.3SG.TH,"объектный показатель серии 3, третье лицо, единственное число, тематический класс","series 3 object marker, third person, singular, thematic class","Помета обозначает: объектный показатель серии 3, третье лицо, единственное число, тематический класс.","The tag marks: series 3 object marker, third person, singular, thematic class."
ket,group,Other verb tags,Прочие глагольные пометы,Other verb tags,,
ket,tag,IMPER,императив,imperative,Помета обозначает: императив.,The tag marks: imperative.
ket,tag,MOD,модальное наречие,modal adverb,Помета обозначает: модальное наречие.,The tag marks: modal adverb.
ket,tag,NEG,отрицание,negation,Помета обозначает: отрицание.,The tag marks: negation.
ket,tag,LV,лёгкий глагол,light verb,Помета обозначает: лёгкий глагол.,light verb.
ket,group,Reflexive form,Рефлексивная форма,Reflexive form,,
ket,tag,1PL,"первое лицо, множественное число","first person, plural","Помета обозначает: первое лицо, множественное число.","The tag marks: first person, plural."
ket,tag,1SG,"первое лицо, единственное число","first person, singular","Помета обозначает: первое лицо, единственное число.","The tag marks: first person, singular."
ket,tag,3PL,"третье лицо, множественное число","third person, plural","Помета обозначает: третье лицо, множественное число.","The tag marks: third person, plural."
ket,tag,3SG.F,"третье лицо, единственное число, женский род","third person, singular, feminine","Помета обозначает: третье лицо, единственное число, женский род.","The tag marks: third person, singular, feminine."
ket,group,Predicative form,Предикативная форма,Predicative form,,
ket,tag,PRED,предикатив,predicative,Помета обозначает: предикатив.,The tag marks: predicative.
ket,tag,PRED.A,"предикатив, прилагательное","predicative, adjective","Помета обозначает: предикатив, прилагательное.","The tag marks: predicative, adjective."
ket,tag,PRED.NA,"предикатив, неадъективный","predicative, non-adjectival","Помета обозначает: предикатив, неадъективный.","The tag marks: predicative, non-adjectival."
ket,group,Other,Прочее,Other,,
ket,tag,ADV,наречие,adverb,Помета обозначает: наречие.,The tag marks: adverb.
ket,tag,DET,определитель,determiner,Помета обозначает: определитель.,The tag marks: determiner.
ket,tag,DETR,детранзитив,detransitivizer,Помета обозначает: детранзитив.,The tag marks: detransitivizer.
ket,tag,EP,эпентеза,epenthesis,Помета обозначает: эпентеза.,The tag marks: epenthesis.
ket,tag,HES,хезитатив,hesitative,Помета обозначает: хезитатив.,The tag marks: hesitative.
ket,tag,NTH,нетематический класс,non-thematic,Помета обозначает: нетематический класс.,The tag marks: non-thematic.
ket,group,pers,Лицо,Person,,
ket,tag,1,первое лицо,first person,Помета обозначает: первое лицо.,The tag marks: first person.
ket,tag,2,второе лицо,second person,Помета обозначает: второе лицо.,The tag marks: second person.
ket,tag,3,третье лицо,third person,Помета обозначает: третье лицо.,The tag marks: third person.
ket,group,pos,Части речи,Parts of speech,,
ket,tag,A,прилагательное,adjective,Помета обозначает: прилагательное.,The tag marks: adjective.
ket,tag,POST,послелог,postposition,Помета обозначает: послелог.,The tag marks: postposition.
ket,tag,PART,частица,particle,Помета обозначает: частица.,The tag marks: particle.
ket,tag,INTERJ,междометие,interjection,Помета обозначает: междометие.,The tag marks: interjection.
ket,tag,CONJ,союз,conjunction,Помета обозначает: союз.,The tag marks: conjunction.
ket,tag,N,средний род,neuter,Помета обозначает: средний род.,The tag marks: neuter.
ket,tag,NUM,числительное,numeral,Помета обозначает: числительное.,The tag marks: numeral.
ket,tag,PREP,предлог,preposition,Помета обозначает: предлог.,The tag marks: preposition.
ket,tag,PRO,местоимение,pronoun,Помета обозначает: местоимение.,The tag marks: pronoun.
ket,tag,IMIT,идеофон,ideophone,Помета обозначает: идеофон.,The tag marks: ideophone.
ket,tag,PARENTH,вводная конструкция,parenthetical,Помета обозначает: вводная конструкция.,The tag marks: parenthetical.
ket,tag,PREDIC,предикатив,predicative,Помета обозначает: предикатив.,The tag marks: predicative.
ket,tag,V,глагол,verb,Помета обозначает: глагол.,The tag marks: verb.
ket,group,nType,Тип существительного,Noun type,,
ket,tag,rel_n,реляционное существительное,relational noun,Помета обозначает: реляционное существительное.,The tag marks: relational noun.
ket,group,adjType,Тип прилагательного,Adjective type,,
ket,tag,rel_adj,реляционное прилагательное,relational adjective,Помета обозначает: реляционное прилагательное.,The tag marks: relational adjective.
ket,tag,topn,топоним,place name,Помета обозначает: топоним.,The tag marks: place name.
ket,tag,famn,фамилия,family name,Помета обозначает: фамилия.,The tag marks: family name.
ket,tag,anim,одушевлённость,animate,Помета обозначает: одушевлённость.,The tag marks: animate.
ket,tag,hum,человек,human,Помета обозначает: человек.,The tag marks: human.
ket,tag,supernat,сверхъестественное существо,supernatural being,Помета обозначает: сверхъестественное существо.,The tag marks: supernatural being.
ket,tag,transport,транспорт,transport,Помета обозначает: транспорт.,The tag marks: transport.
ket,tag,body,часть тела,body part,Помета обозначает: часть тела.,The tag marks: body part.
ket,tag,persn,личное имя,personal name,Помета обозначает: личное имя.,The tag marks: personal name.
ket,tag,patrn,отчество,patronymic,Помета обозначает: отчество.,The tag marks: patronymic.
ket,tag,vn,отглагольное имя,verbal noun,Помета обозначает: отглагольное имя.,The tag marks: verbal noun.
ket,tag,nloc,имя места,nomen loci,Помета обозначает: имя места.,The tag marks: nomen loci.
ket,group,stemType,Тип основы,Stem type,,
ket,tag,obl,косвенная основа,oblique stem,Помета обозначает: косвенная основа.,The tag marks: oblique stem.
ket,group,proType,Тип местоимения,Pronoun type,,
ket,tag,dem,указательное местоимение,demonstrative,Помета обозначает: указательное местоимение.,The tag marks: demonstrative.
ket,tag,pers,категория лица,person category,Помета обозначает: категория лица.,The tag marks: person category.
ket,tag,refl,рефлексив,reflexive,Помета обозначает: рефлексив.,The tag marks: reflexive.
ket,group,case,Падеж,Case,,
ket,tag,acc,винительный падеж,accusative,Помета обозначает: винительный падеж.,The tag marks: accusative.
ket,tag,gen,родительный падеж,genitive,Помета обозначает: родительный падеж.,The tag marks: genitive.
ket,tag,gen2,родительный падеж,genitive,Помета обозначает: родительный падеж.,The tag marks: genitive.
ket,tag,nom,именительный падеж,nominative,Помета обозначает: именительный падеж.,The tag marks: nominative.
ket,tag,dat,дательный падеж,dative,Помета обозначает: дательный падеж.,The tag marks: dative.
ket,tag,ins,творительный падеж,instrumental,Помета обозначает: творительный падеж.,The tag marks: instrumental.
ket,tag,loc,местный падеж,locative,Помета обозначает: местный падеж.,The tag marks: locative.
ket,tag,ill,иллатив,illative,Помета обозначает: иллатив.,The tag marks: illative.
ket,tag,el,элатив,elative,Помета обозначает: элатив.,The tag marks: elative.
ket,tag,egr,эгрессив,egressive,Помета обозначает: эгрессив.,The tag marks: egressive.
ket,tag,car,каритив,caritive,Помета обозначает: каритив.,The tag marks: caritive.
ket,tag,app,аппроксиматив,approximative,Помета обозначает: аппроксиматив.,The tag marks: approximative.
ket,tag,rcs,рецессив,recessive,Помета обозначает: рецессив.,The tag marks: recessive.
ket,tag,prol,пролатив,prolative,Помета обозначает: пролатив.,The tag marks: prolative.
ket,tag,adv,наречие,adverb,Помета обозначает: наречие.,The tag marks: adverb.
ket,tag,dms,лично-локальный показатель «domus»,“domus” personal-local marker,Помета обозначает: лично-локальный показатель «domus».,The tag marks: “domus” personal-local marker.
ket,group,tense,Время,Tense,,
ket,tag,prs,настоящее время,present,Помета обозначает: настоящее время.,The tag marks: present.
ket,tag,pst,прошедшее время,past,Помета обозначает: прошедшее время.,The tag marks: past.
ket,tag,pst2,прошедшее время,past,Помета обозначает: прошедшее время.,The tag marks: past.
ket,tag,fut,будущее время,future,Помета обозначает: будущее время.,The tag marks: future.
ket,group,number,Число,Number,,
ket,tag,pl,множественное число,plural,Помета обозначает: множественное число.,The tag marks: plural.
ket,tag,sg,единственное число,singular,Помета обозначает: единственное число.,The tag marks: singular.
ket,group,v_form,Глагольная форма,Verb form,,
ket,tag,ptcp,причастие,participle,Помета обозначает: причастие.,The tag marks: participle.
ket,tag,cvb,конверб,converb,Помета обозначает: конверб.,The tag marks: converb.
ket,tag,neg,отрицание,negation,Помета обозначает: отрицание.,The tag marks: negation.
ket,group,ptcp_form,Форма причастия,Participle form,,
ket,tag,perf,совершенный вид,perfective,Помета обозначает: совершенный вид.,The tag marks: perfective.
ket,tag,deb,дебитив,debitive,Помета обозначает: дебитив.,The tag marks: debitive.
ket,group,cnv_form,Форма конверба,Converb form,,
ket,tag,lim,ограничительное значение,limitative,Помета обозначает: ограничительное значение.,The tag marks: limitative.
ket,tag,simult,одновременность,simultaneous,Помета обозначает: одновременность.,The tag marks: simultaneous.
ket,tag,res,результатив,resultative,Помета обозначает: результатив.,The tag marks: resultative.
ket,tag,mon,конверб на -mon,converb in -mon,Помета обозначает: конверб на -mon.,The tag marks: converb in -mon.
ket,tag,dur,дуратив,durative,Помета обозначает: дуратив.,The tag marks: durative.
ket,tag,imp,императив,imperative,Помета обозначает: императив.,The tag marks: imperative.
ket,tag,prh,прохибитив,prohibitive,Помета обозначает: прохибитив.,The tag marks: prohibitive.
ket,tag,inf,инфинитив,infinitive,Помета обозначает: инфинитив.,The tag marks: infinitive.
ket,group,conjtype,Тип союза,Conjunction type,,
ket,tag,I,глагольная основа I,stem I,Помета обозначает: глагольная основа I.,The tag marks: stem I.
ket,tag,II,глагольная основа II,stem II,Помета обозначает: глагольная основа II.,The tag marks: stem II.
ket,group,v_deriv,Глагольная деривация,Verbal derivation,,
ket,tag,iter,итератив,iterative,Помета обозначает: итератив.,The tag marks: iterative.
ket,tag,act,действительный залог,active,Помета обозначает: действительный залог.,The tag marks: active.
ket,tag,pass,страдательный залог,passive,Помета обозначает: страдательный залог.,The tag marks: passive.
ket,tag,detr,детранзитив,detransitivizer,Помета обозначает: детранзитив.,The tag marks: detransitivizer.
ket,tag,caus,каузатив,causative,Помета обозначает: каузатив.,The tag marks: causative.
ket,group,attributivizer,Атрибутивизатор,Attributivizer,,
ket,tag,attr,атрибутив,attributive,Помета обозначает: атрибутив.,The tag marks: attributive.
ket,tag,attr_o,атрибутивная форма на -o,attributive form in -o,Помета обозначает: атрибутивная форма на -o.,The tag marks: attributive form in -o.
ket,tag,attr_em,атрибутивная форма на -jem,attributive form in -jem,Помета обозначает: атрибутивная форма на -jem.,The tag marks: attributive form in -jem.
ket,tag,attr_tem,отрицательная атрибутивная форма на -tem,negative attributive form in -tem,Помета обозначает: отрицательная атрибутивная форма на -tem.,The tag marks: negative attributive form in -tem.
ket,group,case_c,Падежное управление,Case government,,
ket,tag,intensifier,интенсификатор,intensifier,Помета обозначает: интенсификатор.,The tag marks: intensifier.
ket,tag,poss_comp,посессивное сложение,possessive compounding,Помета обозначает: посессивное сложение.,The tag marks: possessive compounding.
ket,group,n_deriv,Именная деривация,Nominal derivation,,
ket,tag,case_comp,падежное сложение,case compounding,Помета обозначает: падежное сложение.,The tag marks: case compounding.
ket,group,poss,Посессивность,Possessiveness,,
ket,tag,1sg,"первое лицо, единственное число","first person, singular","Помета обозначает: первое лицо, единственное число.","The tag marks: first person, singular."
ket,tag,2sg,"второе лицо, единственное число","second person, singular","Помета обозначает: второе лицо, единственное число.","The tag marks: second person, singular."
ket,tag,3sg,"третье лицо, единственное число","third person, singular","Помета обозначает: третье лицо, единственное число.","The tag marks: third person, singular."
ket,tag,1pl,"первое лицо, множественное число","first person, plural","Помета обозначает: первое лицо, множественное число.","The tag marks: first person, plural."
ket,tag,2pl,"второе лицо, множественное число","second person, plural","Помета обозначает: второе лицо, множественное число.","The tag marks: second person, plural."
ket,tag,3pl,"третье лицо, множественное число","third person, plural","Помета обозначает: третье лицо, множественное число.","The tag marks: third person, plural."
ket,group,comp,Сочетаемость,Combinability,,
ket,tag,comp,сравнительная степень,comparative,Помета обозначает: сравнительная степень.,The tag marks: comparative.
ket,group,num_deriv,Деривация числительных,Numeral derivation,,
ket,tag,ord,порядковое числительное,ordinal,Помета обозначает: порядковое числительное.,The tag marks: ordinal.
ket,tag,coll,собирательность,collective,Помета обозначает: собирательность.,The tag marks: collective.
ket,tag,distr,дистрибутив,distributive,Помета обозначает: дистрибутив.,The tag marks: distributive.
ket,group,mood,Наклонение,Mood,,
ket,tag,subj,субъюнктив,subjunctive,Помета обозначает: субъюнктив.,The tag marks: subjunctive.
ket,group,additional,Дополнительные признаки,Additional features,,
ket,tag,abbr,аббревиатура,abbreviation,Помета обозначает: аббревиатура.,The tag marks: abbreviation.
ket,tag,rus,русское заимствование,Russian borrowing,Помета обозначает: русское заимствование.,The tag marks: Russian borrowing.
ket,tag,oblin,облинатив,oblinative,Помета обозначает: облинатив.,The tag marks: oblinative.
ket,group,v_subcat,Глагольная подклассификация,Verb subclass,,
ket,tag,intr,непереходный глагол,intransitive,Помета обозначает: непереходный глагол.,The tag marks: intransitive.
ket,tag,tr,переходный глагол,transitive,Помета обозначает: переходный глагол.,The tag marks: transitive.
ket,tag,with_instr,сочетается с инструменталисом,used with instrumental,Помета обозначает: сочетается с инструменталисом.,The tag marks: used with instrumental.
ket,tag,with_dat,сочетается с дативом,used with dative,Помета обозначает: сочетается с дативом.,The tag marks: used with dative.
ket,tag,with_el,сочетается с элативом,used with elative,Помета обозначает: сочетается с элативом.,The tag marks: used with elative.
ket,tag,with_ill,сочетается с иллативом,used with illative,Помета обозначает: сочетается с иллативом.,The tag marks: used with illative.
ket,tag,with_gen2,сочетается со вторым генитивом,used with second genitive,Помета обозначает: сочетается со вторым генитивом.,The tag marks: used with second genitive.
ket,tag,impers,безличная форма,impersonal,Помета обозначает: безличная форма.,The tag marks: impersonal.
ket,tag,with_inf,сочетается с инфинитивом,used with infinitive,Помета обозначает: сочетается с инфинитивом.,The tag marks: used with infinitive.
ru,language,ru,Русский язык,Russian,,
en,language,en,Английский язык,English,,
